Bet_Type,User_ID,Bet_Amount,Odds,Payout,Profit,ROI,Overall_Result,Parlay_Details
Parlay,27,135.25,6.17,0,-135.25,-1,Loss,"[{'Pick_ID': 736, 'User_ID': 27, 'Player_ID': 182, 'Stat_Type': 'Rushing Touchdowns', 'User_Pick': 'Over', 'Projection': 4.12, 'Actual_Stat': 3.33, 'Result': 'Loss', 'Single_Odds': 2.78}, {'Pick_ID': 737, 'User_ID': 27, 'Player_ID': 194, 'Stat_Type': 'Field Goals Made', 'User_Pick': 'Over', 'Projection': 1.9, 'Actual_Stat': 2.07, 'Result': 'Win', 'Single_Odds': 2.22}]"
Single,108,157.21,1.74,0,-157.21,-1,Loss,"[{'Pick_ID': 738, 'User_ID': 108, 'Player_ID': 85, 'Stat_Type': 'Passing Yards', 'User_Pick': 'Over', 'Projection': 391.32, 'Actual_Stat': 316.31, 'Result': 'Loss', 'Single_Odds': 1.74}]"
Parlay,59,140.18,3.77,0,-140.18,-1,Loss,"[{'Pick_ID': 739, 'User_ID': 59, 'Player_ID': 122, 'Stat_Type': 'Field Goals Made', 'User_Pick': 'Over', 'Projection': 2.53, 'Actual_Stat': 2.25, 'Result': 'Loss', 'Single_Odds': 1.51}, {'Pick_ID': 740, 'User_ID': 59, 'Player_ID': 283, 'Stat_Type': 'Receiving Touchdowns', 'User_Pick': 'Over', 'Projection': 3.76, 'Actual_Stat': 4.4, 'Result': 'Win', 'Single_Odds': 1.55}, {'Pick_ID': 741, 'User_ID': 59, 'Player_ID': 69, 'Stat_Type': 'Field Goals Made', 'User_Pick': 'Under', 'Projection': 3.77, 'Actual_Stat': 4.02, 'Result': 'Loss', 'Single_Odds': 1.61}]"
Parlay,109,22.01,8.84,194.49,172.48,7.836,Win,"[{'Pick_ID': 742, 'User_ID': 109, 'Player_ID': 233, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Under', 'Projection': 346.34, 'Actual_Stat': 330.78, 'Result': 'Win', 'Single_Odds': 2.04}, {'Pick_ID': 743, 'User_ID': 109, 'Player_ID': 98, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Under', 'Projection': 129.82, 'Actual_Stat': 123.77, 'Result': 'Win', 'Single_Odds': 1.96}, {'Pick_ID': 744, 'User_ID': 109, 'Player_ID': 3, 'Stat_Type': 'Receiving Touchdowns', 'User_Pick': 'Over', 'Projection': 3.11, 'Actual_Stat': 3.31, 'Result': 'Win', 'Single_Odds': 2.21}]"
Single,3,185.38,2.51,465.3,279.92,1.51,Win,"[{'Pick_ID': 745, 'User_ID': 3, 'Player_ID': 295, 'Stat_Type': 'Receiving Touchdowns', 'User_Pick': 'Over', 'Projection': 4.19, 'Actual_Stat': 4.74, 'Result': 'Win', 'Single_Odds': 2.51}]"
Single,156,146.68,2.6,0,-146.68,-1,Loss,"[{'Pick_ID': 746, 'User_ID': 156, 'Player_ID': 124, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Under', 'Projection': 332.38, 'Actual_Stat': 342.92, 'Result': 'Loss', 'Single_Odds': 2.6}]"
Parlay,163,142.86,34.76,0,-142.86,-1,Loss,"[{'Pick_ID': 747, 'User_ID': 163, 'Player_ID': 42, 'Stat_Type': 'Receiving Touchdowns', 'User_Pick': 'Over', 'Projection': 2.78, 'Actual_Stat': 3.26, 'Result': 'Win', 'Single_Odds': 2.99}, {'Pick_ID': 748, 'User_ID': 163, 'Player_ID': 171, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Under', 'Projection': 212.4, 'Actual_Stat': 194.94, 'Result': 'Win', 'Single_Odds': 2.7}, {'Pick_ID': 749, 'User_ID': 163, 'Player_ID': 38, 'Stat_Type': 'Passing Touchdowns', 'User_Pick': 'Under', 'Projection': 2.92, 'Actual_Stat': 2.96, 'Result': 'Loss', 'Single_Odds': 1.84}, {'Pick_ID': 750, 'User_ID': 163, 'Player_ID': 186, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Over', 'Projection': 388.32, 'Actual_Stat': 423.94, 'Result': 'Win', 'Single_Odds': 2.34}]"
Parlay,115,71.13,24.42,0,-71.13,-1,Loss,"[{'Pick_ID': 751, 'User_ID': 115, 'Player_ID': 79, 'Stat_Type': 'Passing Yards', 'User_Pick': 'Over', 'Projection': 164.89, 'Actual_Stat': 145.32, 'Result': 'Loss', 'Single_Odds': 2.31}, {'Pick_ID': 752, 'User_ID': 115, 'Player_ID': 57, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Under', 'Projection': 234.13, 'Actual_Stat': 258.21, 'Result': 'Loss', 'Single_Odds': 2.2}, {'Pick_ID': 753, 'User_ID': 115, 'Player_ID': 35, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Over', 'Projection': 275.09, 'Actual_Stat': 255.54, 'Result': 'Loss', 'Single_Odds': 1.76}, {'Pick_ID': 754, 'User_ID': 115, 'Player_ID': 55, 'Stat_Type': 'Rushing Yards', 'User_Pick': 'Under', 'Projection': 344.58, 'Actual_Stat': 374.72, 'Result': 'Loss', 'Single_Odds': 2.73}]"
Single,48,44.08,3,0,-44.08,-1,Loss,"[{'Pick_ID': 755, 'User_ID': 48, 'Player_ID': 100, 'Stat_Type': 'Receiving Touchdowns', 'User_Pick': 'Over', 'Projection': 1.48, 'Actual_Stat': 1.23, 'Result': 'Loss', 'Single_Odds': 3.0}]"
Single,114,28.52,2.03,0,-28.52,-1,Loss,"[{'Pick_ID': 756, 'User_ID': 114, 'Player_ID': 163, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Under', 'Projection': 96.87, 'Actual_Stat': 97.15, 'Result': 'Loss', 'Single_Odds': 2.03}]"
Single,166,64.45,2.14,0,-64.45,-1,Loss,"[{'Pick_ID': 757, 'User_ID': 166, 'Player_ID': 230, 'Stat_Type': 'Passing Touchdowns', 'User_Pick': 'Over', 'Projection': 2.13, 'Actual_Stat': 2.13, 'Result': 'Loss', 'Single_Odds': 2.14}]"
Single,186,193.74,2.64,511.47,317.73,1.64,Win,"[{'Pick_ID': 758, 'User_ID': 186, 'Player_ID': 80, 'Stat_Type': 'Field Goals Made', 'User_Pick': 'Over', 'Projection': 3.88, 'Actual_Stat': 4.24, 'Result': 'Win', 'Single_Odds': 2.64}]"
Single,181,123.89,2.24,277.51,153.62,1.24,Win,"[{'Pick_ID': 759, 'User_ID': 181, 'Player_ID': 183, 'Stat_Type': 'Passing Yards', 'User_Pick': 'Under', 'Projection': 328.38, 'Actual_Stat': 285.06, 'Result': 'Win', 'Single_Odds': 2.24}]"
Single,6,789.93,1.93,0,-789.93,-1,Loss,"[{'Pick_ID': 760, 'User_ID': 6, 'Player_ID': 7, 'Stat_Type': 'Field Goals Made', 'User_Pick': 'Over', 'Projection': 2.49, 'Actual_Stat': 2.05, 'Result': 'Loss', 'Single_Odds': 1.93}]"
Single,120,198.19,2.53,0,-198.19,-1,Loss,"[{'Pick_ID': 761, 'User_ID': 120, 'Player_ID': 165, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Over', 'Projection': 295.89, 'Actual_Stat': 256.94, 'Result': 'Loss', 'Single_Odds': 2.53}]"
Parlay,84,196,36.77,0,-196,-1,Loss,"[{'Pick_ID': 762, 'User_ID': 84, 'Player_ID': 51, 'Stat_Type': 'Field Goals Made', 'User_Pick': 'Over', 'Projection': 3.67, 'Actual_Stat': 3.34, 'Result': 'Loss', 'Single_Odds': 2.86}, {'Pick_ID': 763, 'User_ID': 84, 'Player_ID': 284, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Over', 'Projection': 94.97, 'Actual_Stat': 83.76, 'Result': 'Loss', 'Single_Odds': 2.79}, {'Pick_ID': 764, 'User_ID': 84, 'Player_ID': 232, 'Stat_Type': 'Receiving Touchdowns', 'User_Pick': 'Under', 'Projection': 2.12, 'Actual_Stat': 2.23, 'Result': 'Loss', 'Single_Odds': 2.81}, {'Pick_ID': 765, 'User_ID': 84, 'Player_ID': 25, 'Stat_Type': 'Receiving Touchdowns', 'User_Pick': 'Under', 'Projection': 1.39, 'Actual_Stat': 1.29, 'Result': 'Win', 'Single_Odds': 1.64}]"
Parlay,80,122.6,4.48,548.9,426.3,3.477,Win,"[{'Pick_ID': 766, 'User_ID': 80, 'Player_ID': 32, 'Stat_Type': 'Passing Touchdowns', 'User_Pick': 'Under', 'Projection': 3.2, 'Actual_Stat': 3.08, 'Result': 'Win', 'Single_Odds': 1.56}, {'Pick_ID': 767, 'User_ID': 80, 'Player_ID': 300, 'Stat_Type': 'Field Goals Made', 'User_Pick': 'Under', 'Projection': 4.32, 'Actual_Stat': 3.98, 'Result': 'Win', 'Single_Odds': 2.87}]"
Parlay,2,60.33,4.64,0,-60.33,-1,Loss,"[{'Pick_ID': 768, 'User_ID': 2, 'Player_ID': 283, 'Stat_Type': 'Receiving Touchdowns', 'User_Pick': 'Under', 'Projection': 3.76, 'Actual_Stat': 4.4, 'Result': 'Loss', 'Single_Odds': 2.43}, {'Pick_ID': 769, 'User_ID': 2, 'Player_ID': 93, 'Stat_Type': 'Passing Yards', 'User_Pick': 'Under', 'Projection': 372.27, 'Actual_Stat': 412.51, 'Result': 'Loss', 'Single_Odds': 1.91}]"
Parlay,107,107.48,23.95,0,-107.48,-1,Loss,"[{'Pick_ID': 770, 'User_ID': 107, 'Player_ID': 182, 'Stat_Type': 'Rushing Touchdowns', 'User_Pick': 'Over', 'Projection': 4.12, 'Actual_Stat': 3.33, 'Result': 'Loss', 'Single_Odds': 2.96}, {'Pick_ID': 771, 'User_ID': 107, 'Player_ID': 101, 'Stat_Type': 'Receiving Touchdowns', 'User_Pick': 'Under', 'Projection': 1.24, 'Actual_Stat': 1.39, 'Result': 'Loss', 'Single_Odds': 2.78}, {'Pick_ID': 772, 'User_ID': 107, 'Player_ID': 215, 'Stat_Type': 'Passing Touchdowns', 'User_Pick': 'Under', 'Projection': 4.39, 'Actual_Stat': 4.65, 'Result': 'Loss', 'Single_Odds': 2.91}]"
Single,176,176.71,2.23,0,-176.71,-1,Loss,"[{'Pick_ID': 773, 'User_ID': 176, 'Player_ID': 207, 'Stat_Type': 'Rushing Touchdowns', 'User_Pick': 'Over', 'Projection': 1.99, 'Actual_Stat': 1.81, 'Result': 'Loss', 'Single_Odds': 2.23}]"
Parlay,174,45.34,3.37,152.66,107.32,2.367,Win,"[{'Pick_ID': 774, 'User_ID': 174, 'Player_ID': 249, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Over', 'Projection': 141.13, 'Actual_Stat': 161.84, 'Result': 'Win', 'Single_Odds': 1.85}, {'Pick_ID': 775, 'User_ID': 174, 'Player_ID': 158, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Over', 'Projection': 124.75, 'Actual_Stat': 139.87, 'Result': 'Win', 'Single_Odds': 1.82}]"
Single,53,159.25,1.64,261.17,101.92,0.64,Win,"[{'Pick_ID': 776, 'User_ID': 53, 'Player_ID': 54, 'Stat_Type': 'Receiving Touchdowns', 'User_Pick': 'Over', 'Projection': 2.75, 'Actual_Stat': 3.17, 'Result': 'Win', 'Single_Odds': 1.64}]"
Single,124,51.25,1.52,0,-51.25,-1,Loss,"[{'Pick_ID': 777, 'User_ID': 124, 'Player_ID': 19, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Under', 'Projection': 348.47, 'Actual_Stat': 384.75, 'Result': 'Loss', 'Single_Odds': 1.52}]"
Single,156,31.2,2.68,83.62,52.42,1.68,Win,"[{'Pick_ID': 778, 'User_ID': 156, 'Player_ID': 92, 'Stat_Type': 'Receiving Touchdowns', 'User_Pick': 'Under', 'Projection': 2.6, 'Actual_Stat': 2.27, 'Result': 'Win', 'Single_Odds': 2.68}]"
Parlay,192,171.65,21.51,0,-171.65,-1,Loss,"[{'Pick_ID': 779, 'User_ID': 192, 'Player_ID': 244, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Over', 'Projection': 326.96, 'Actual_Stat': 265.16, 'Result': 'Loss', 'Single_Odds': 1.89}, {'Pick_ID': 780, 'User_ID': 192, 'Player_ID': 212, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Over', 'Projection': 307.21, 'Actual_Stat': 280.71, 'Result': 'Loss', 'Single_Odds': 1.73}, {'Pick_ID': 781, 'User_ID': 192, 'Player_ID': 230, 'Stat_Type': 'Passing Touchdowns', 'User_Pick': 'Under', 'Projection': 2.13, 'Actual_Stat': 2.13, 'Result': 'Loss', 'Single_Odds': 2.57}, {'Pick_ID': 782, 'User_ID': 192, 'Player_ID': 55, 'Stat_Type': 'Rushing Yards', 'User_Pick': 'Under', 'Projection': 344.58, 'Actual_Stat': 374.72, 'Result': 'Loss', 'Single_Odds': 2.56}]"
Single,157,107.87,2.1,226.53,118.66,1.1,Win,"[{'Pick_ID': 783, 'User_ID': 157, 'Player_ID': 176, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Over', 'Projection': 172.43, 'Actual_Stat': 195.68, 'Result': 'Win', 'Single_Odds': 2.1}]"
Single,51,56.49,2.31,130.49,74,1.31,Win,"[{'Pick_ID': 784, 'User_ID': 51, 'Player_ID': 77, 'Stat_Type': 'Passing Yards', 'User_Pick': 'Under', 'Projection': 296.96, 'Actual_Stat': 286.66, 'Result': 'Win', 'Single_Odds': 2.31}]"
Single,48,70.63,1.89,0,-70.63,-1,Loss,"[{'Pick_ID': 785, 'User_ID': 48, 'Player_ID': 84, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Under', 'Projection': 251.76, 'Actual_Stat': 276.73, 'Result': 'Loss', 'Single_Odds': 1.89}]"
Single,163,85.57,2.11,0,-85.57,-1,Loss,"[{'Pick_ID': 786, 'User_ID': 163, 'Player_ID': 294, 'Stat_Type': 'Receiving Touchdowns', 'User_Pick': 'Over', 'Projection': 4.57, 'Actual_Stat': 4.24, 'Result': 'Loss', 'Single_Odds': 2.11}]"
Single,6,540.05,1.94,1047.7,507.65,0.94,Win,"[{'Pick_ID': 787, 'User_ID': 6, 'Player_ID': 204, 'Stat_Type': 'Rushing Yards', 'User_Pick': 'Under', 'Projection': 238.52, 'Actual_Stat': 205.12, 'Result': 'Win', 'Single_Odds': 1.94}]"
Single,29,77.93,1.92,149.63,71.7,0.92,Win,"[{'Pick_ID': 788, 'User_ID': 29, 'Player_ID': 277, 'Stat_Type': 'Receiving Touchdowns', 'User_Pick': 'Over', 'Projection': 1.25, 'Actual_Stat': 1.34, 'Result': 'Win', 'Single_Odds': 1.92}]"
Single,190,112.5,1.72,0,-112.5,-1,Loss,"[{'Pick_ID': 789, 'User_ID': 190, 'Player_ID': 106, 'Stat_Type': 'Rushing Yards', 'User_Pick': 'Over', 'Projection': 106.94, 'Actual_Stat': 98.41, 'Result': 'Loss', 'Single_Odds': 1.72}]"
Parlay,122,70.89,3.52,0,-70.89,-1,Loss,"[{'Pick_ID': 790, 'User_ID': 122, 'Player_ID': 197, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Under', 'Projection': 155.36, 'Actual_Stat': 162.24, 'Result': 'Loss', 'Single_Odds': 2.24}, {'Pick_ID': 791, 'User_ID': 122, 'Player_ID': 90, 'Stat_Type': 'Receiving Touchdowns', 'User_Pick': 'Over', 'Projection': 1.37, 'Actual_Stat': 1.4, 'Result': 'Win', 'Single_Odds': 1.57}]"
Parlay,195,182.96,7.95,1455.18,1272.22,6.954,Win,"[{'Pick_ID': 792, 'User_ID': 195, 'Player_ID': 112, 'Stat_Type': 'Rushing Touchdowns', 'User_Pick': 'Over', 'Projection': 3.49, 'Actual_Stat': 3.95, 'Result': 'Win', 'Single_Odds': 2.28}, {'Pick_ID': 793, 'User_ID': 195, 'Player_ID': 27, 'Stat_Type': 'Field Goals Made', 'User_Pick': 'Over', 'Projection': 3.8, 'Actual_Stat': 4.41, 'Result': 'Win', 'Single_Odds': 2.04}, {'Pick_ID': 794, 'User_ID': 195, 'Player_ID': 21, 'Stat_Type': 'Rushing Touchdowns', 'User_Pick': 'Over', 'Projection': 1.78, 'Actual_Stat': 1.83, 'Result': 'Win', 'Single_Odds': 1.71}]"
Single,69,109.26,2.34,0,-109.26,-1,Loss,"[{'Pick_ID': 795, 'User_ID': 69, 'Player_ID': 176, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Under', 'Projection': 172.43, 'Actual_Stat': 195.68, 'Result': 'Loss', 'Single_Odds': 2.34}]"
Parlay,129,40.04,11.16,0,-40.04,-1,Loss,"[{'Pick_ID': 796, 'User_ID': 129, 'Player_ID': 289, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Over', 'Projection': 193.06, 'Actual_Stat': 184.2, 'Result': 'Loss', 'Single_Odds': 2.65}, {'Pick_ID': 797, 'User_ID': 129, 'Player_ID': 162, 'Stat_Type': 'Rushing Yards', 'User_Pick': 'Over', 'Projection': 358.34, 'Actual_Stat': 331.58, 'Result': 'Loss', 'Single_Odds': 1.51}, {'Pick_ID': 798, 'User_ID': 129, 'Player_ID': 218, 'Stat_Type': 'Rushing Touchdowns', 'User_Pick': 'Over', 'Projection': 3.84, 'Actual_Stat': 4.0, 'Result': 'Win', 'Single_Odds': 2.79}]"
Parlay,80,50.84,5.77,0,-50.84,-1,Loss,"[{'Pick_ID': 799, 'User_ID': 80, 'Player_ID': 234, 'Stat_Type': 'Receiving Touchdowns', 'User_Pick': 'Under', 'Projection': 4.46, 'Actual_Stat': 4.02, 'Result': 'Win', 'Single_Odds': 2.09}, {'Pick_ID': 800, 'User_ID': 80, 'Player_ID': 153, 'Stat_Type': 'Field Goals Made', 'User_Pick': 'Over', 'Projection': 3.77, 'Actual_Stat': 3.05, 'Result': 'Loss', 'Single_Odds': 2.76}]"
Single,146,111.77,2.91,325.25,213.48,1.91,Win,"[{'Pick_ID': 801, 'User_ID': 146, 'Player_ID': 101, 'Stat_Type': 'Receiving Touchdowns', 'User_Pick': 'Over', 'Projection': 1.24, 'Actual_Stat': 1.39, 'Result': 'Win', 'Single_Odds': 2.91}]"
Parlay,121,85.11,3.38,0,-85.11,-1,Loss,"[{'Pick_ID': 802, 'User_ID': 121, 'Player_ID': 267, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Under', 'Projection': 81.06, 'Actual_Stat': 72.86, 'Result': 'Win', 'Single_Odds': 1.93}, {'Pick_ID': 803, 'User_ID': 121, 'Player_ID': 280, 'Stat_Type': 'Receiving Touchdowns', 'User_Pick': 'Over', 'Projection': 1.23, 'Actual_Stat': 1.07, 'Result': 'Loss', 'Single_Odds': 1.75}]"
Parlay,144,158.13,8.59,0,-158.13,-1,Loss,"[{'Pick_ID': 804, 'User_ID': 144, 'Player_ID': 45, 'Stat_Type': 'Rushing Yards', 'User_Pick': 'Under', 'Projection': 215.3, 'Actual_Stat': 176.01, 'Result': 'Win', 'Single_Odds': 2.61}, {'Pick_ID': 805, 'User_ID': 144, 'Player_ID': 54, 'Stat_Type': 'Receiving Touchdowns', 'User_Pick': 'Under', 'Projection': 2.75, 'Actual_Stat': 3.17, 'Result': 'Loss', 'Single_Odds': 2.18}, {'Pick_ID': 806, 'User_ID': 144, 'Player_ID': 40, 'Stat_Type': 'Receiving Touchdowns', 'User_Pick': 'Under', 'Projection': 2.64, 'Actual_Stat': 3.01, 'Result': 'Loss', 'Single_Odds': 1.51}]"
Parlay,65,13.93,12.15,0,-13.93,-1,Loss,"[{'Pick_ID': 807, 'User_ID': 65, 'Player_ID': 137, 'Stat_Type': 'Rushing Yards', 'User_Pick': 'Under', 'Projection': 359.51, 'Actual_Stat': 400.45, 'Result': 'Loss', 'Single_Odds': 2.32}, {'Pick_ID': 808, 'User_ID': 65, 'Player_ID': 276, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Under', 'Projection': 97.09, 'Actual_Stat': 102.9, 'Result': 'Loss', 'Single_Odds': 1.87}, {'Pick_ID': 809, 'User_ID': 65, 'Player_ID': 20, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Under', 'Projection': 233.93, 'Actual_Stat': 206.12, 'Result': 'Win', 'Single_Odds': 2.8}]"
Single,143,103.53,2.58,0,-103.53,-1,Loss,"[{'Pick_ID': 810, 'User_ID': 143, 'Player_ID': 191, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Under', 'Projection': 246.38, 'Actual_Stat': 255.15, 'Result': 'Loss', 'Single_Odds': 2.58}]"
Single,23,74.68,2.88,0,-74.68,-1,Loss,"[{'Pick_ID': 811, 'User_ID': 23, 'Player_ID': 70, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Over', 'Projection': 138.92, 'Actual_Stat': 128.77, 'Result': 'Loss', 'Single_Odds': 2.88}]"
Single,42,125.73,1.59,199.91,74.18,0.59,Win,"[{'Pick_ID': 812, 'User_ID': 42, 'Player_ID': 63, 'Stat_Type': 'Passing Yards', 'User_Pick': 'Over', 'Projection': 253.02, 'Actual_Stat': 284.56, 'Result': 'Win', 'Single_Odds': 1.59}]"
Single,40,28.92,2.06,0,-28.92,-1,Loss,"[{'Pick_ID': 813, 'User_ID': 40, 'Player_ID': 49, 'Stat_Type': 'Rushing Touchdowns', 'User_Pick': 'Over', 'Projection': 3.87, 'Actual_Stat': 3.83, 'Result': 'Loss', 'Single_Odds': 2.06}]"
Parlay,67,78.81,4.57,360.02,281.21,3.568,Win,"[{'Pick_ID': 814, 'User_ID': 67, 'Player_ID': 57, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Over', 'Projection': 234.13, 'Actual_Stat': 258.21, 'Result': 'Win', 'Single_Odds': 1.82}, {'Pick_ID': 815, 'User_ID': 67, 'Player_ID': 33, 'Stat_Type': 'Field Goals Made', 'User_Pick': 'Under', 'Projection': 1.18, 'Actual_Stat': 0.94, 'Result': 'Win', 'Single_Odds': 2.51}]"
Single,68,169.25,2.97,502.67,333.42,1.97,Win,"[{'Pick_ID': 816, 'User_ID': 68, 'Player_ID': 125, 'Stat_Type': 'Passing Touchdowns', 'User_Pick': 'Under', 'Projection': 4.94, 'Actual_Stat': 4.49, 'Result': 'Win', 'Single_Odds': 2.97}]"
Single,40,104.62,2.37,0,-104.62,-1,Loss,"[{'Pick_ID': 817, 'User_ID': 40, 'Player_ID': 184, 'Stat_Type': 'Field Goals Made', 'User_Pick': 'Over', 'Projection': 3.18, 'Actual_Stat': 2.81, 'Result': 'Loss', 'Single_Odds': 2.37}]"
Single,152,72.58,2.25,0,-72.58,-1,Loss,"[{'Pick_ID': 818, 'User_ID': 152, 'Player_ID': 153, 'Stat_Type': 'Field Goals Made', 'User_Pick': 'Over', 'Projection': 3.77, 'Actual_Stat': 3.05, 'Result': 'Loss', 'Single_Odds': 2.25}]"
Single,34,84.55,2.87,0,-84.55,-1,Loss,"[{'Pick_ID': 819, 'User_ID': 34, 'Player_ID': 174, 'Stat_Type': 'Receiving Touchdowns', 'User_Pick': 'Over', 'Projection': 2.93, 'Actual_Stat': 2.85, 'Result': 'Loss', 'Single_Odds': 2.87}]"
Single,43,44.22,2.5,110.55,66.33,1.5,Win,"[{'Pick_ID': 820, 'User_ID': 43, 'Player_ID': 188, 'Stat_Type': 'Rushing Touchdowns', 'User_Pick': 'Over', 'Projection': 3.81, 'Actual_Stat': 4.04, 'Result': 'Win', 'Single_Odds': 2.5}]"
Single,84,31.12,2.48,0,-31.12,-1,Loss,"[{'Pick_ID': 821, 'User_ID': 84, 'Player_ID': 271, 'Stat_Type': 'Passing Touchdowns', 'User_Pick': 'Over', 'Projection': 2.91, 'Actual_Stat': 2.87, 'Result': 'Loss', 'Single_Odds': 2.48}]"
Single,13,140.26,2.84,398.34,258.08,1.84,Win,"[{'Pick_ID': 822, 'User_ID': 13, 'Player_ID': 86, 'Stat_Type': 'Passing Touchdowns', 'User_Pick': 'Over', 'Projection': 1.43, 'Actual_Stat': 1.48, 'Result': 'Win', 'Single_Odds': 2.84}]"
Parlay,139,127.8,16.03,0,-127.8,-1,Loss,"[{'Pick_ID': 823, 'User_ID': 139, 'Player_ID': 276, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Under', 'Projection': 97.09, 'Actual_Stat': 102.9, 'Result': 'Loss', 'Single_Odds': 2.46}, {'Pick_ID': 824, 'User_ID': 139, 'Player_ID': 26, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Over', 'Projection': 264.51, 'Actual_Stat': 263.86, 'Result': 'Loss', 'Single_Odds': 2.37}, {'Pick_ID': 825, 'User_ID': 139, 'Player_ID': 248, 'Stat_Type': 'Rushing Touchdowns', 'User_Pick': 'Over', 'Projection': 2.31, 'Actual_Stat': 2.16, 'Result': 'Loss', 'Single_Odds': 2.75}]"
Single,117,29.82,1.78,0,-29.82,-1,Loss,"[{'Pick_ID': 826, 'User_ID': 117, 'Player_ID': 280, 'Stat_Type': 'Receiving Touchdowns', 'User_Pick': 'Over', 'Projection': 1.23, 'Actual_Stat': 1.07, 'Result': 'Loss', 'Single_Odds': 1.78}]"
Single,61,80.56,2.68,215.9,135.34,1.68,Win,"[{'Pick_ID': 827, 'User_ID': 61, 'Player_ID': 42, 'Stat_Type': 'Receiving Touchdowns', 'User_Pick': 'Over', 'Projection': 2.78, 'Actual_Stat': 3.26, 'Result': 'Win', 'Single_Odds': 2.68}]"
Single,86,99.96,2.86,0,-99.96,-1,Loss,"[{'Pick_ID': 828, 'User_ID': 86, 'Player_ID': 27, 'Stat_Type': 'Field Goals Made', 'User_Pick': 'Under', 'Projection': 3.8, 'Actual_Stat': 4.41, 'Result': 'Loss', 'Single_Odds': 2.86}]"
Single,161,43.3,2.72,0,-43.3,-1,Loss,"[{'Pick_ID': 829, 'User_ID': 161, 'Player_ID': 139, 'Stat_Type': 'Passing Touchdowns', 'User_Pick': 'Under', 'Projection': 3.39, 'Actual_Stat': 4.0, 'Result': 'Loss', 'Single_Odds': 2.72}]"
Single,192,165.05,2.96,0,-165.05,-1,Loss,"[{'Pick_ID': 830, 'User_ID': 192, 'Player_ID': 251, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Under', 'Projection': 58.03, 'Actual_Stat': 68.77, 'Result': 'Loss', 'Single_Odds': 2.96}]"
Single,196,86.06,2.91,0,-86.06,-1,Loss,"[{'Pick_ID': 831, 'User_ID': 196, 'Player_ID': 185, 'Stat_Type': 'Passing Yards', 'User_Pick': 'Under', 'Projection': 319.58, 'Actual_Stat': 338.99, 'Result': 'Loss', 'Single_Odds': 2.91}]"
Single,88,81.18,2.89,234.61,153.43,1.89,Win,"[{'Pick_ID': 832, 'User_ID': 88, 'Player_ID': 133, 'Stat_Type': 'Passing Yards', 'User_Pick': 'Under', 'Projection': 266.42, 'Actual_Stat': 232.41, 'Result': 'Win', 'Single_Odds': 2.89}]"
Parlay,178,158.28,7.79,0,-158.28,-1,Loss,"[{'Pick_ID': 833, 'User_ID': 178, 'Player_ID': 168, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Over', 'Projection': 309.83, 'Actual_Stat': 314.2, 'Result': 'Win', 'Single_Odds': 2.27}, {'Pick_ID': 834, 'User_ID': 178, 'Player_ID': 26, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Under', 'Projection': 264.51, 'Actual_Stat': 263.86, 'Result': 'Win', 'Single_Odds': 1.65}, {'Pick_ID': 835, 'User_ID': 178, 'Player_ID': 46, 'Stat_Type': 'Receiving Yards', 'User_Pick': 'Under', 'Projection': 365.0, 'Actual_Stat': 380.16, 'Result': 'Loss', 'Single_Odds': 2.08}]"
Single,55,268.31,2.51,673.46,405.15,1.51,Win,"[{'Pick_ID': 836, 'User_ID': 55, 'Player_ID': 71, 'Stat_Type': 'Receiving Touchdowns', 'User_Pick': 'Over', 'Projection': 2.13, 'Actual_Stat': 2.4, 'Result': 'Win', 'Single_Odds': 2.51}]"
